time="2025-04-08T12:02:28-06:00" level=info msg="0.02,17.236"
time="2025-04-08T12:02:29-06:00" level=info msg="0.038,32.907"
time="2025-04-08T12:02:30-06:00" level=info msg="0.037,32.999"
time="2025-04-08T12:02:31-06:00" level=info msg="0.039,33.913"
time="2025-04-08T12:02:32-06:00" level=info msg="0.037,32.11"
time="2025-04-08T12:02:33-06:00" level=info msg="0.038,34.079"
time="2025-04-08T12:02:34-06:00" level=info msg="0.037,32.789"
